date Category,Time Category,Station Code,Entry Passenger Category,Exit Passenger Category,Weather Category
weekday,Midday,A,Numerous,Numerous,normal
weekday,Afternoon,A,Numerous,Numerous,normal
weekday,Evening,A,Many,Average,normal
weekday,Morning,B,Numerous,Many,normal
weekday,Midday,B,Many,Average,normal
weekday,Afternoon,B,Numerous,Numerous,normal
weekday,Evening,B,Average,Many,normal
weekday,Morning,C,Average,Average,normal
weekday,Midday,C,Few,Few,normal
weekday,Afternoon,C,Average,Average,normal
weekday,Evening,C,Very Few,Very Few,normal
weekday,Morning,D,Very Few,Few,normal
weekday,Midday,D,Very Few,Very Few,normal
weekday,Afternoon,D,Few,Very Few,normal
weekday,Evening,D,Very Few,Very Few,normal
weekday,Morning,A,Many,Numerous,normal
weekday,Midday,A,Numerous,Numerous,normal
weekday,Afternoon,A,Numerous,Numerous,normal
weekday,Evening,A,Numerous,Many,normal
weekday,Morning,B,Numerous,Many,normal
weekday,Midday,B,Many,Many,normal
weekday,Afternoon,B,Numerous,Numerous,normal
weekday,Evening,B,Average,Many,normal
weekday,Morning,C,Few,Few,normal
weekday,Midday,C,Few,Few,normal
weekday,Afternoon,C,Average,Average,normal
weekday,Evening,C,Few,Very Few,normal
weekday,Morning,D,Very Few,Few,normal
weekday,Midday,D,Very Few,Very Few,normal
weekday,Afternoon,D,Few,Few,normal
weekday,Evening,D,Very Few,Very Few,normal
vacation,Morning,A,Few,Average,normal
vacation,Midday,A,Many,Numerous,normal
vacation,Afternoon,A,Numerous,Numerous,normal
vacation,Evening,A,Many,Average,normal
vacation,Morning,B,Average,Few,normal
vacation,Midday,B,Many,Average,normal
vacation,Afternoon,B,Many,Many,normal
vacation,Evening,B,Few,Average,normal
vacation,Morning,C,Very Few,Very Few,normal
vacation,Midday,C,Few,Few,normal
vacation,Afternoon,C,Average,Average,normal
vacation,Evening,C,Few,Very Few,normal
vacation,Morning,D,Very Few,Very Few,normal
vacation,Midday,D,Very Few,Very Few,normal
vacation,Afternoon,D,Very Few,Very Few,normal
vacation,Evening,D,Very Few,Very Few,normal
vacation,Morning,A,Few,Average,normal
vacation,Midday,A,Numerous,Numerous,normal
vacation,Afternoon,A,Numerous,Numerous,thunderstorm
vacation,Evening,A,Many,Average,normal
vacation,Morning,B,Average,Few,normal
vacation,Midday,B,Many,Average,normal
vacation,Afternoon,B,Many,Numerous,thunderstorm
vacation,Evening,B,Few,Average,normal
vacation,Morning,C,Very Few,Very Few,normal
vacation,Midday,C,Average,Average,normal
vacation,Afternoon,C,Average,Few,thunderstorm
vacation,Evening,C,Very Few,Very Few,normal
vacation,Morning,D,Very Few,Very Few,normal
vacation,Midday,D,Very Few,Very Few,normal
vacation,Afternoon,D,Very Few,Very Few,thunderstorm
vacation,Evening,D,Very Few,Very Few,normal
vacation,Morning,A,Few,Average,normal
vacation,Midday,A,Numerous,Numerous,normal
vacation,Afternoon,A,Numerous,Numerous,thunderstorm
vacation,Evening,A,Many,Average,light rain
vacation,Morning,B,Average,Few,normal
vacation,Midday,B,Many,Many,normal
vacation,Afternoon,B,Many,Numerous,thunderstorm
vacation,Evening,B,Few,Many,light rain
vacation,Morning,C,Very Few,Very Few,normal
vacation,Midday,C,Average,Average,normal
vacation,Afternoon,C,Average,Average,thunderstorm
vacation,Evening,C,Very Few,Very Few,light rain
vacation,Morning,D,Very Few,Very Few,normal
vacation,Midday,D,Very Few,Very Few,normal
vacation,Afternoon,D,Very Few,Very Few,thunderstorm
vacation,Evening,D,Very Few,Very Few,light rain
vacation,Morning,A,Few,Average,normal
vacation,Midday,A,Many,Numerous,normal
vacation,Afternoon,A,Numerous,Numerous,normal
vacation,Evening,A,Many,Average,normal
vacation,Morning,B,Average,Few,normal
vacation,Midday,B,Many,Average,normal
vacation,Afternoon,B,Many,Numerous,normal
vacation,Evening,B,Few,Average,normal
vacation,Morning,C,Very Few,Very Few,normal
vacation,Midday,C,Few,Average,normal
vacation,Afternoon,C,Average,Average,normal
vacation,Evening,C,Very Few,Very Few,normal
vacation,Morning,D,Very Few,Very Few,normal
vacation,Midday,D,Very Few,Very Few,normal
vacation,Afternoon,D,Very Few,Very Few,normal
vacation,Evening,D,Very Few,Very Few,normal
weekday,Morning,A,Many,Numerous,normal
weekday,Midday,A,Many,Numerous,normal
weekday,Afternoon,A,Numerous,Numerous,light rain
weekday,Evening,A,Many,Average,light rain
weekday,Morning,B,Numerous,Many,normal
weekday,Midday,B,Many,Average,normal
weekday,Afternoon,B,Many,Numerous,light rain
weekday,Evening,B,Few,Many,light rain
weekday,Morning,C,Few,Few,normal
weekday,Midday,C,Few,Few,normal
weekday,Afternoon,C,Average,Average,light rain
weekday,Evening,C,Very Few,Very Few,light rain
weekday,Morning,D,Very Few,Few,normal
weekday,Midday,D,Very Few,Very Few,normal
weekday,Afternoon,D,Few,Very Few,light rain
weekday,Evening,D,Very Few,Very Few,light rain
weekday,Morning,A,Many,Numerous,normal
weekday,Midday,A,Many,Numerous,normal
weekday,Afternoon,A,Numerous,Numerous,light rain
weekday,Evening,A,Many,Average,normal
weekday,Morning,B,Numerous,Many,normal
weekday,Midday,B,Many,Average,normal
weekday,Afternoon,B,Many,Numerous,light rain
weekday,Evening,B,Few,Many,normal
weekday,Morning,C,Average,Average,normal
weekday,Midday,C,Few,Few,normal
weekday,Afternoon,C,Average,Average,light rain
weekday,Evening,C,Very Few,Very Few,normal
weekday,Morning,D,Very Few,Few,normal
weekday,Midday,D,Very Few,Very Few,normal
weekday,Afternoon,D,Few,Very Few,light rain
weekday,Evening,D,Very Few,Very Few,normal
weekday,Morning,A,Many,Numerous,normal
weekday,Midday,A,Numerous,Numerous,normal
weekday,Afternoon,A,Numerous,Numerous,normal
weekday,Evening,A,Numerous,Average,normal
weekday,Morning,B,Numerous,Many,normal
weekday,Midday,B,Many,Average,normal
weekday,Afternoon,B,Numerous,Numerous,normal
weekday,Evening,B,Average,Many,normal
weekday,Morning,C,Average,Average,normal
weekday,Midday,C,Few,Few,normal
weekday,Afternoon,C,Average,Average,normal
weekday,Evening,C,Very Few,Very Few,normal
weekday,Morning,D,Very Few,Few,normal
weekday,Midday,D,Very Few,Very Few,normal
weekday,Afternoon,D,Few,Very Few,normal
weekday,Evening,D,Very Few,Very Few,normal
weekday,Morning,A,Many,Numerous,normal
weekday,Midday,A,Numerous,Numerous,normal
weekday,Afternoon,A,Numerous,Numerous,normal
weekday,Evening,A,Numerous,Average,normal
weekday,Morning,B,Numerous,Many,normal
weekday,Midday,B,Many,Average,normal
weekday,Afternoon,B,Numerous,Numerous,normal
weekday,Evening,B,Average,Many,normal
weekday,Morning,C,Average,Average,normal
weekday,Midday,C,Few,Few,normal
weekday,Afternoon,C,Average,Average,normal
weekday,Evening,C,Very Few,Very Few,normal
weekday,Morning,D,Very Few,Few,normal
weekday,Midday,D,Very Few,Very Few,normal
weekday,Afternoon,D,Few,Very Few,normal
weekday,Evening,D,Very Few,Very Few,normal
weekday,Morning,A,Many,Numerous,normal
weekday,Midday,A,Numerous,Numerous,normal
weekday,Afternoon,A,Numerous,Numerous,thunderstorm
weekday,Evening,A,Numerous,Many,normal
weekday,Morning,B,Numerous,Many,normal
weekday,Midday,B,Many,Many,normal
weekday,Afternoon,B,Numerous,Numerous,thunderstorm
weekday,Evening,B,Average,Numerous,normal
weekday,Morning,C,Average,Average,normal
weekday,Midday,C,Average,Few,normal
weekday,Afternoon,C,Average,Average,thunderstorm
weekday,Evening,C,Few,Few,normal
weekday,Morning,D,Very Few,Few,normal
weekday,Midday,D,Very Few,Very Few,normal
weekday,Afternoon,D,Few,Very Few,thunderstorm
weekday,Evening,D,Very Few,Very Few,normal
weekend,Morning,A,Average,Average,normal
weekend,Midday,A,Numerous,Numerous,normal
weekend,Afternoon,A,Numerous,Numerous,normal
weekend,Evening,A,Numerous,Many,normal
weekend,Morning,B,Average,Few,normal
weekend,Midday,B,Numerous,Many,normal
weekend,Afternoon,B,Many,Numerous,normal
weekend,Evening,B,Average,Many,normal
weekend,Morning,C,Very Few,Very Few,normal
weekend,Midday,C,Average,Average,normal
weekend,Afternoon,C,Average,Average,normal
weekend,Evening,C,Few,Very Few,normal
weekend,Morning,D,Very Few,Very Few,normal
weekend,Midday,D,Very Few,Very Few,normal
weekend,Afternoon,D,Very Few,Very Few,normal
weekend,Evening,D,Very Few,Very Few,normal
weekend,Morning,A,Average,Average,normal
weekend,Midday,A,Numerous,Numerous,normal
weekend,Afternoon,A,Numerous,Numerous,thunderstorm
weekend,Evening,A,Many,Average,normal
weekend,Morning,B,Average,Few,normal
weekend,Midday,B,Many,Average,normal
weekend,Afternoon,B,Many,Numerous,thunderstorm
weekend,Evening,B,Few,Average,normal
weekend,Morning,C,Very Few,Very Few,normal
weekend,Midday,C,Average,Average,normal
weekend,Afternoon,C,Average,Few,thunderstorm
weekend,Evening,C,Very Few,Very Few,normal
weekend,Morning,D,Very Few,Very Few,normal
weekend,Midday,D,Very Few,Very Few,normal
weekend,Afternoon,D,Very Few,Very Few,thunderstorm
weekend,Evening,D,Very Few,Very Few,normal
weekday,Morning,A,Many,Numerous,normal
weekday,Midday,A,Numerous,Numerous,normal
weekday,Afternoon,A,Numerous,Numerous,normal
weekday,Evening,A,Many,Average,normal
weekday,Morning,B,Numerous,Average,normal
weekday,Midday,B,Many,Average,normal
weekday,Afternoon,B,Many,Numerous,normal
weekday,Evening,B,Few,Many,normal
weekday,Morning,C,Few,Few,normal
weekday,Midday,C,Few,Few,normal
weekday,Afternoon,C,Average,Average,normal
weekday,Evening,C,Very Few,Very Few,normal
weekday,Morning,D,Very Few,Few,normal
weekday,Midday,D,Very Few,Very Few,normal
weekday,Afternoon,D,Few,Very Few,normal
weekday,Evening,D,Very Few,Very Few,normal
weekday,Morning,A,Many,Numerous,normal
weekday,Midday,A,Numerous,Numerous,normal
weekday,Afternoon,A,Numerous,Numerous,normal
weekday,Evening,A,Many,Average,normal
weekday,Morning,B,Numerous,Many,normal
weekday,Midday,B,Many,Average,normal
weekday,Afternoon,B,Numerous,Numerous,normal
weekday,Evening,B,Average,Many,normal
weekday,Morning,C,Few,Average,normal
weekday,Midday,C,Few,Few,normal
weekday,Afternoon,C,Average,Average,normal
weekday,Evening,C,Very Few,Very Few,normal
weekday,Morning,D,Very Few,Few,normal
weekday,Midday,D,Very Few,Very Few,normal
weekday,Afternoon,D,Few,Very Few,normal
weekday,Evening,D,Very Few,Very Few,normal
weekday,Morning,A,Many,Numerous,normal
weekday,Midday,A,Numerous,Numerous,normal
weekday,Afternoon,A,Numerous,Numerous,normal
weekday,Evening,A,Numerous,Average,normal
weekday,Morning,B,Numerous,Many,normal
weekday,Midday,B,Many,Many,normal
weekday,Afternoon,B,Numerous,Numerous,normal
weekday,Evening,B,Average,Many,normal
weekday,Morning,C,Few,Average,normal
weekday,Midday,C,Few,Few,normal
weekday,Afternoon,C,Average,Average,normal
weekday,Evening,C,Few,Very Few,normal
weekday,Morning,D,Very Few,Few,normal
weekday,Midday,D,Very Few,Very Few,normal
weekday,Afternoon,D,Few,Very Few,normal
weekday,Evening,D,Very Few,Very Few,normal
weekday,Morning,A,Many,Numerous,normal
weekday,Midday,A,Numerous,Numerous,normal
weekday,Afternoon,A,Numerous,Numerous,normal
weekday,Evening,A,Numerous,Average,normal
weekday,Morning,B,Numerous,Many,normal
weekday,Midday,B,Many,Average,normal
weekday,Afternoon,B,Numerous,Numerous,normal
weekday,Evening,B,Average,Many,normal
weekday,Morning,C,Few,Few,normal
weekday,Midday,C,Few,Few,normal
weekday,Afternoon,C,Average,Average,normal
weekday,Evening,C,Few,Very Few,normal
weekday,Morning,D,Very Few,Few,normal
weekday,Midday,D,Very Few,Very Few,normal
weekday,Afternoon,D,Few,Very Few,normal
weekday,Evening,D,Very Few,Very Few,normal
weekday,Morning,A,Many,Numerous,normal
weekday,Midday,A,Numerous,Numerous,normal
weekday,Afternoon,A,Numerous,Numerous,normal
weekday,Evening,A,Numerous,Many,normal
weekday,Morning,B,Numerous,Average,normal
weekday,Midday,B,Many,Many,normal
weekday,Afternoon,B,Numerous,Numerous,normal
weekday,Evening,B,Average,Numerous,normal
weekday,Morning,C,Few,Few,normal
weekday,Midday,C,Few,Few,normal
weekday,Afternoon,C,Average,Average,normal
weekday,Evening,C,Few,Few,normal
weekday,Morning,D,Very Few,Few,normal
weekday,Midday,D,Very Few,Very Few,normal
weekday,Afternoon,D,Few,Very Few,normal
weekday,Evening,D,Very Few,Very Few,normal
weekend,Morning,A,Average,Average,normal
weekend,Midday,A,Numerous,Numerous,normal
weekend,Afternoon,A,Numerous,Numerous,normal
weekend,Evening,A,Numerous,Many,normal
weekend,Morning,B,Average,Few,normal
weekend,Midday,B,Numerous,Many,normal
weekend,Afternoon,B,Many,Numerous,normal
weekend,Evening,B,Average,Many,normal
weekend,Morning,C,Very Few,Very Few,normal
weekend,Midday,C,Average,Average,normal
weekend,Afternoon,C,Average,Average,normal
weekend,Evening,C,Few,Few,normal
weekend,Morning,D,Very Few,Very Few,normal
weekend,Midday,D,Very Few,Very Few,normal
weekend,Afternoon,D,Very Few,Very Few,normal
weekend,Evening,D,Very Few,Very Few,normal
weekend,Morning,A,Few,Average,normal
weekend,Midday,A,Numerous,Numerous,normal
weekend,Afternoon,A,Numerous,Numerous,normal
weekend,Evening,A,Many,Average,normal
weekend,Morning,B,Average,Few,normal
weekend,Midday,B,Many,Average,normal
weekend,Afternoon,B,Many,Numerous,normal
weekend,Evening,B,Few,Many,normal
weekend,Morning,C,Very Few,Very Few,normal
weekend,Midday,C,Few,Average,normal
weekend,Afternoon,C,Average,Average,normal
weekend,Evening,C,Very Few,Very Few,normal
weekend,Morning,D,Very Few,Very Few,normal
weekend,Midday,D,Very Few,Very Few,normal
weekend,Afternoon,D,Very Few,Very Few,normal
weekend,Evening,D,Very Few,Very Few,normal
weekday,Morning,A,Many,Numerous,normal
weekday,Midday,A,Numerous,Numerous,normal
weekday,Afternoon,A,Numerous,Numerous,normal
weekday,Evening,A,Many,Average,normal
weekday,Morning,B,Numerous,Average,normal
weekday,Midday,B,Many,Average,normal
weekday,Afternoon,B,Many,Numerous,normal
weekday,Evening,B,Few,Many,normal
weekday,Morning,C,Few,Few,normal
weekday,Midday,C,Few,Few,normal
weekday,Afternoon,C,Average,Average,normal
weekday,Evening,C,Very Few,Very Few,normal
weekday,Morning,D,Very Few,Few,normal
weekday,Midday,D,Very Few,Very Few,normal
weekday,Afternoon,D,Few,Very Few,normal
weekday,Evening,D,Very Few,Very Few,normal
weekday,Morning,A,Many,Numerous,normal
weekday,Midday,A,Numerous,Numerous,normal
weekday,Afternoon,A,Numerous,Numerous,thunderstorm
weekday,Evening,A,Many,Average,normal
weekday,Morning,B,Numerous,Many,normal
weekday,Midday,B,Many,Average,normal
weekday,Afternoon,B,Many,Numerous,thunderstorm
weekday,Evening,B,Few,Many,normal
weekday,Morning,C,Few,Few,normal
weekday,Midday,C,Few,Few,normal
weekday,Afternoon,C,Average,Average,thunderstorm
weekday,Evening,C,Very Few,Very Few,normal
weekday,Morning,D,Very Few,Few,normal
weekday,Midday,D,Very Few,Very Few,normal
weekday,Afternoon,D,Few,Very Few,thunderstorm
weekday,Evening,D,Very Few,Very Few,normal
weekday,Morning,A,Many,Numerous,normal
weekday,Midday,A,Numerous,Numerous,normal
weekday,Afternoon,A,Numerous,Numerous,thunderstorm
weekday,Evening,A,Numerous,Average,normal
weekday,Morning,B,Numerous,Many,normal
weekday,Midday,B,Many,Many,normal
weekday,Afternoon,B,Numerous,Numerous,thunderstorm
weekday,Evening,B,Average,Many,normal
weekday,Morning,C,Few,Few,normal
weekday,Midday,C,Few,Few,normal
weekday,Afternoon,C,Average,Average,thunderstorm
weekday,Evening,C,Very Few,Very Few,normal
weekday,Morning,D,Very Few,Few,normal
weekday,Midday,D,Very Few,Very Few,normal
weekday,Afternoon,D,Few,Very Few,thunderstorm
weekday,Evening,D,Very Few,Very Few,normal
weekday,Morning,A,Many,Numerous,normal
weekday,Midday,A,Numerous,Numerous,normal
weekday,Afternoon,A,Numerous,Numerous,normal
weekday,Evening,A,Numerous,Average,normal
weekday,Morning,B,Numerous,Many,normal
weekday,Midday,B,Many,Average,normal
weekday,Afternoon,B,Numerous,Numerous,normal
weekday,Evening,B,Average,Many,normal
weekday,Morning,C,Few,Few,normal
weekday,Midday,C,Few,Few,normal
weekday,Afternoon,C,Average,Average,normal
weekday,Evening,C,Few,Very Few,normal
weekday,Morning,D,Very Few,Few,normal
weekday,Midday,D,Very Few,Very Few,normal
weekday,Afternoon,D,Few,Very Few,normal
weekday,Evening,D,Very Few,Very Few,normal
weekday,Morning,A,Many,Numerous,normal
weekday,Midday,A,Numerous,Numerous,normal
weekday,Afternoon,A,Numerous,Numerous,normal
weekday,Evening,A,Numerous,Many,normal
weekday,Morning,B,Numerous,Many,normal
weekday,Midday,B,Many,Many,normal
weekday,Afternoon,B,Numerous,Numerous,normal
weekday,Evening,B,Average,Numerous,normal
weekday,Morning,C,Few,Average,normal
weekday,Midday,C,Few,Few,normal
weekday,Afternoon,C,Average,Average,normal
weekday,Evening,C,Few,Few,normal
weekday,Morning,D,Very Few,Few,normal
weekday,Midday,D,Very Few,Very Few,normal
weekday,Afternoon,D,Few,Very Few,normal
weekday,Evening,D,Very Few,Very Few,normal
weekend,Morning,A,Average,Average,normal
weekend,Midday,A,Numerous,Numerous,normal
weekend,Afternoon,A,Numerous,Numerous,normal
weekend,Evening,A,Numerous,Many,normal
weekend,Morning,B,Average,Few,normal
weekend,Midday,B,Numerous,Many,normal
weekend,Afternoon,B,Many,Numerous,normal
weekend,Evening,B,Average,Many,normal
weekend,Morning,C,Very Few,Very Few,normal
weekend,Midday,C,Average,Average,normal
weekend,Afternoon,C,Average,Average,normal
weekend,Evening,C,Few,Few,normal
weekend,Morning,D,Very Few,Very Few,normal
weekend,Midday,D,Very Few,Very Few,normal
weekend,Afternoon,D,Very Few,Very Few,normal
weekend,Evening,D,Very Few,Very Few,normal
weekend,Morning,A,Average,Average,normal
weekend,Midday,A,Numerous,Numerous,normal
weekend,Afternoon,A,Numerous,Numerous,normal
weekend,Evening,A,Many,Average,normal
weekend,Morning,B,Average,Few,normal
weekend,Midday,B,Many,Average,normal
weekend,Afternoon,B,Many,Numerous,normal
weekend,Evening,B,Few,Many,normal
weekend,Morning,C,Very Few,Very Few,normal
weekend,Midday,C,Average,Average,normal
weekend,Afternoon,C,Average,Average,normal
weekend,Evening,C,Few,Very Few,normal
weekend,Morning,D,Very Few,Very Few,normal
weekend,Midday,D,Very Few,Very Few,normal
weekend,Afternoon,D,Very Few,Very Few,normal
weekend,Evening,D,Very Few,Very Few,normal
weekday,Morning,A,Many,Numerous,normal
weekday,Midday,A,Numerous,Numerous,normal
weekday,Afternoon,A,Numerous,Numerous,normal
weekday,Evening,A,Many,Average,normal
weekday,Morning,B,Numerous,Average,normal
weekday,Midday,B,Many,Average,normal
weekday,Afternoon,B,Many,Numerous,normal
weekday,Evening,B,Few,Many,normal
weekday,Morning,C,Few,Few,normal
weekday,Midday,C,Few,Few,normal
weekday,Afternoon,C,Average,Average,normal
weekday,Evening,C,Very Few,Very Few,normal
weekday,Morning,D,Very Few,Few,normal
weekday,Midday,D,Very Few,Very Few,normal
weekday,Afternoon,D,Few,Very Few,normal
weekday,Evening,D,Very Few,Very Few,normal
weekday,Morning,A,Many,Numerous,normal
weekday,Midday,A,Numerous,Numerous,normal
weekday,Afternoon,A,Numerous,Numerous,thunderstorm
weekday,Evening,A,Numerous,Average,normal
weekday,Morning,B,Numerous,Many,normal
weekday,Midday,B,Many,Many,normal
weekday,Afternoon,B,Many,Numerous,thunderstorm
weekday,Evening,B,Few,Many,normal
weekday,Morning,C,Few,Average,normal
weekday,Midday,C,Few,Few,normal
weekday,Afternoon,C,Average,Average,thunderstorm
weekday,Evening,C,Very Few,Very Few,normal
weekday,Morning,D,Very Few,Few,normal
weekday,Midday,D,Very Few,Very Few,normal
weekday,Afternoon,D,Few,Very Few,thunderstorm
weekday,Evening,D,Very Few,Very Few,normal
weekday,Morning,A,Many,Numerous,normal
weekday,Midday,A,Numerous,Numerous,normal
weekday,Afternoon,A,Numerous,Numerous,thunderstorm
weekday,Evening,A,Numerous,Average,normal
weekday,Morning,B,Numerous,Many,normal
weekday,Midday,B,Many,Many,normal
weekday,Afternoon,B,Numerous,Numerous,thunderstorm
weekday,Evening,B,Average,Many,normal
weekday,Morning,C,Few,Average,normal
weekday,Midday,C,Few,Few,normal
weekday,Afternoon,C,Average,Average,thunderstorm
weekday,Evening,C,Very Few,Very Few,normal
weekday,Morning,D,Very Few,Few,normal
weekday,Midday,D,Very Few,Very Few,normal
weekday,Afternoon,D,Few,Very Few,thunderstorm
weekday,Evening,D,Very Few,Very Few,normal
weekday,Morning,A,Many,Numerous,normal
weekday,Midday,A,Numerous,Numerous,normal
weekday,Afternoon,A,Numerous,Numerous,thunderstorm
weekday,Evening,A,Numerous,Average,normal
weekday,Morning,B,Numerous,Many,normal
weekday,Midday,B,Many,Many,normal
weekday,Afternoon,B,Numerous,Numerous,thunderstorm
weekday,Evening,B,Average,Many,normal
weekday,Morning,C,Few,Average,normal
weekday,Midday,C,Few,Few,normal
weekday,Afternoon,C,Average,Average,thunderstorm
weekday,Evening,C,Very Few,Very Few,normal
weekday,Morning,D,Very Few,Few,normal
weekday,Midday,D,Very Few,Very Few,normal
weekday,Afternoon,D,Few,Very Few,thunderstorm
weekday,Evening,D,Very Few,Very Few,normal
weekday,Morning,A,Many,Numerous,normal
weekday,Midday,A,Numerous,Numerous,normal
weekday,Afternoon,A,Numerous,Numerous,thunderstorm
weekday,Evening,A,Numerous,Many,light rain
weekday,Morning,B,Numerous,Average,normal
weekday,Midday,B,Many,Many,normal
weekday,Afternoon,B,Numerous,Numerous,thunderstorm
weekday,Evening,B,Average,Numerous,light rain
weekday,Morning,C,Few,Few,normal
weekday,Midday,C,Few,Few,normal
weekday,Afternoon,C,Average,Average,thunderstorm
weekday,Evening,C,Few,Few,light rain
weekday,Morning,D,Very Few,Few,normal
weekday,Midday,D,Very Few,Very Few,normal
weekday,Afternoon,D,Few,Few,thunderstorm
weekday,Evening,D,Very Few,Very Few,light rain
weekend,Morning,A,Average,Average,normal
weekend,Midday,A,Numerous,Numerous,normal
weekend,Afternoon,A,Numerous,Numerous,light rain
weekend,Evening,A,Numerous,Many,normal
weekend,Morning,B,Average,Few,normal
weekend,Midday,B,Numerous,Many,normal
weekend,Afternoon,B,Many,Numerous,light rain
weekend,Evening,B,Average,Many,normal
weekend,Morning,C,Very Few,Very Few,normal
weekend,Midday,C,Average,Average,normal
weekend,Afternoon,C,Average,Average,light rain
weekend,Evening,C,Few,Very Few,normal
weekend,Morning,D,Very Few,Very Few,normal
weekend,Midday,D,Very Few,Very Few,normal
weekend,Afternoon,D,Very Few,Very Few,light rain
weekend,Evening,D,Very Few,Very Few,normal
weekend,Morning,A,Few,Average,normal
weekend,Midday,A,Numerous,Numerous,normal
weekend,Afternoon,A,Numerous,Numerous,thunderstorm
weekend,Evening,A,Many,Average,normal
weekend,Morning,B,Average,Few,normal
weekend,Midday,B,Many,Average,normal
weekend,Afternoon,B,Many,Numerous,thunderstorm
weekend,Evening,B,Few,Many,normal
weekend,Morning,C,Very Few,Very Few,normal
weekend,Midday,C,Average,Average,normal
weekend,Afternoon,C,Average,Average,thunderstorm
weekend,Evening,C,Very Few,Very Few,normal
weekend,Morning,D,Very Few,Very Few,normal
weekend,Midday,D,Very Few,Very Few,normal
weekend,Afternoon,D,Very Few,Very Few,thunderstorm
weekend,Evening,D,Very Few,Very Few,normal
weekday,Morning,A,Many,Numerous,normal
weekday,Midday,A,Numerous,Numerous,normal
weekday,Afternoon,A,Numerous,Numerous,normal
weekday,Evening,A,Many,Average,normal
weekday,Morning,B,Numerous,Many,normal
weekday,Midday,B,Many,Average,normal
weekday,Afternoon,B,Numerous,Numerous,normal
weekday,Evening,B,Few,Many,normal
weekday,Morning,C,Few,Few,normal
weekday,Midday,C,Few,Few,normal
weekday,Afternoon,C,Average,Average,normal
weekday,Evening,C,Very Few,Very Few,normal
weekday,Morning,D,Very Few,Few,normal
weekday,Midday,D,Very Few,Very Few,normal
weekday,Afternoon,D,Few,Very Few,normal
weekday,Evening,D,Very Few,Very Few,normal
weekday,Morning,A,Many,Numerous,normal
weekday,Midday,A,Numerous,Numerous,normal
weekday,Afternoon,A,Numerous,Numerous,light rain
weekday,Evening,A,Numerous,Average,light rain
weekday,Morning,B,Numerous,Many,normal
weekday,Midday,B,Many,Many,normal
weekday,Afternoon,B,Numerous,Numerous,light rain
weekday,Evening,B,Average,Many,light rain
weekday,Morning,C,Average,Average,normal
weekday,Midday,C,Few,Few,normal
weekday,Afternoon,C,Average,Average,light rain
weekday,Evening,C,Very Few,Very Few,light rain
weekday,Morning,D,Very Few,Few,normal
weekday,Midday,D,Very Few,Very Few,normal
weekday,Afternoon,D,Few,Very Few,light rain
weekday,Evening,D,Very Few,Very Few,light rain
weekday,Morning,A,Many,Numerous,light rain
weekday,Midday,A,Many,Numerous,light rain
weekday,Afternoon,A,Numerous,Numerous,heavy rain
weekday,Evening,A,Many,Average,light rain
weekday,Morning,B,Numerous,Average,light rain
weekday,Midday,B,Many,Average,light rain
weekday,Afternoon,B,Many,Numerous,heavy rain
weekday,Evening,B,Few,Many,light rain
weekday,Morning,C,Few,Few,light rain
weekday,Midday,C,Few,Few,light rain
weekday,Afternoon,C,Average,Average,heavy rain
weekday,Evening,C,Very Few,Very Few,light rain
weekday,Morning,D,Very Few,Few,light rain
weekday,Midday,D,Very Few,Very Few,light rain
weekday,Afternoon,D,Few,Very Few,heavy rain
weekday,Evening,D,Very Few,Very Few,light rain
weekday,Morning,A,Many,Numerous,light rain
weekday,Midday,A,Many,Numerous,light rain
weekday,Afternoon,A,Numerous,Numerous,light rain
weekday,Evening,A,Many,Average,normal
weekday,Morning,B,Numerous,Average,light rain
weekday,Midday,B,Many,Average,light rain
weekday,Afternoon,B,Many,Numerous,light rain
weekday,Evening,B,Few,Many,normal
weekday,Morning,C,Few,Few,light rain
weekday,Midday,C,Few,Few,light rain
weekday,Afternoon,C,Average,Average,light rain
weekday,Evening,C,Very Few,Very Few,normal
weekday,Morning,D,Very Few,Few,light rain
weekday,Midday,D,Very Few,Very Few,light rain
weekday,Afternoon,D,Few,Very Few,light rain
weekday,Evening,D,Very Few,Very Few,normal
weekday,Morning,A,Many,Numerous,normal
weekday,Midday,A,Numerous,Numerous,normal
weekday,Afternoon,A,Numerous,Numerous,light rain
weekday,Evening,A,Numerous,Many,light rain
weekday,Morning,B,Numerous,Average,normal
weekday,Midday,B,Many,Many,normal
weekday,Afternoon,B,Numerous,Numerous,light rain
weekday,Evening,B,Average,Numerous,light rain
weekday,Morning,C,Few,Few,normal
weekday,Midday,C,Few,Few,normal
weekday,Afternoon,C,Average,Average,light rain
weekday,Evening,C,Few,Few,light rain
weekday,Morning,D,Very Few,Few,normal
weekday,Midday,D,Very Few,Very Few,normal
weekday,Afternoon,D,Few,Few,light rain
weekday,Evening,D,Very Few,Very Few,light rain
weekend,Morning,A,Average,Average,normal
weekend,Midday,A,Numerous,Numerous,normal
weekend,Afternoon,A,Numerous,Numerous,normal
weekend,Evening,A,Numerous,Many,normal
weekend,Morning,B,Average,Few,normal
weekend,Midday,B,Numerous,Many,normal
weekend,Afternoon,B,Many,Numerous,normal
weekend,Evening,B,Average,Many,normal
weekend,Morning,C,Very Few,Very Few,normal
weekend,Midday,C,Average,Average,normal
weekend,Afternoon,C,Average,Average,normal
weekend,Evening,C,Few,Few,normal
weekend,Morning,D,Very Few,Very Few,normal
weekend,Midday,D,Very Few,Very Few,normal
